t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
0.98,19.599999999774763,6.45354276953304e-05,1.3021962838568418e-05,4.838644005191753e-05,7.133620580550665e-05,7.133620580550667e-05,1.3185131349084992e-05,7.305927732597562e-06,0.0009677288010383505
0.99,19.79999999975716,6.718885499271165e-05,1.3515535621578246e-05,5.0321665578936896e-05,7.398862306862062e-05,7.398862306862062e-05,1.3980073085338383e-05,7.729922773355398e-06,0.001006433311578738
1.0,19.999999999738193,6.994297548522542e-05,1.4029110786085806e-05,5.2386484359263936e-05,7.673362431731695e-05,7.673362431731693e-05,1.346649792083082e-05,7.50058520358858e-06,0.0010477296871852788
1.01,20.199999999717758,7.280183170732855e-05,1.4562673393587288e-05,5.431959322569641e-05,7.964426203217966e-05,7.964426203217967e-05,1.428479630862433e-05,7.938840774633962e-06,0.0010863918645139282
1.02,20.39999999969574,7.576937887873715e-05,1.5116245758113513e-05,5.638798480649755e-05,8.26589569756017e-05,8.26589569756017e-05,1.5149545133352728e-05,8.401362136432381e-06,0.0011277596961299509
1.03,20.599999999672015,7.884975655545541e-05,1.5691215477929617e-05,5.8598590221438296e-05,8.578054228217173e-05,8.578054228217173e-05,1.6062623509514306e-05,8.889117177578871e-06,0.001171971804428766
1.04,20.79999999964645,8.204738882669026e-05,1.628904069692064e-05,6.09585866544878e-05,8.90117379141656e-05,8.90117379141656e-05,1.702600051125921e-05,9.40311763477126e-06,0.001219171733089756
1.05,20.999999999618897,8.536699867422448e-05,1.6911252627904803e-05,6.347540984642798e-05,9.235513630795912e-05,9.235513630795911e-05,1.6403788580275046e-05,9.125445653217113e-06,0.0012695081969285595
1.06,21.1999999995892,8.88135141983859e-05,1.7557831117800407e-05,6.583243112792362e-05,9.589921941067677e-05,9.589921941067677e-05,1.7395162047314513e-05,9.656573217764025e-06,0.0013166486225584723
1.07,21.399999999557185,9.239175726980336e-05,1.8228800890710337e-05,6.835312086920936e-05,9.956934605838325e-05,9.956934605838324e-05,1.8442666228891303e-05,1.0217026575029484e-05,0.0013670624173841872
1.08,21.599999999522677,9.610677261842478e-05,1.8925840635483186e-05,7.104585200967547e-05,0.00010336891947964381,0.00010336891947964382,1.9548580025145315e-05,1.0807979207369095e-05,0.0014209170401935094
1.09,21.79999999948548,9.996394918504842e-05,1.965071427001806e-05,7.391929642355335e-05,0.00010730120629285279,0.00010730120629285278,2.071529153219048e-05,1.1430657829023768e-05,0.001478385928471067
1.1,21.99999999944537,0.00010396903747114685,2.0405274006675383e-05,7.698244008184822e-05,0.0001113693191666475,0.0001113693191666475,1.9960731795533156e-05,1.1094059089433053e-05,0.0015396488016369643
1.11,22.199999999402124,0.00010812803587391725,2.1189492165499215e-05,7.985162739997378e-05,0.0001156804364571292,0.00011568043645712922,2.1161086355138883e-05,1.1737347542140733e-05,0.0015970325479994756
1.12,22.39999999935549,0.00011244681340639348,2.2003395224612023e-05,8.291876029860446e-05,0.00012014409415326879,0.00012014409415326879,2.2429313542762972e-05,1.2416097712914174e-05,0.0016583752059720893
1.1300000000000001,22.599999999305204,0.00011693150838575847,2.2849013429542042e-05,8.619396297391009e-05,0.0001247643891333741,0.0001247643891333741,2.3768177541982757e-05,1.313173266232512e-05,0.0017238792594782017
1.1400000000000001,22.799999999250975,0.00012158867542413191,2.372848008931719e-05,8.968772271928985e-05,0.0001295452534766536,0.0001295452534766536,2.518057496126986e-05,1.3885740015401467e-05,0.001793754454385797
1.1500000000000001,22.999999999192486,0.0001264253064105244,2.4644035299640828e-05,9.341090830480316e-05,0.00013449043349940293,0.00013449043349940293,2.4265019750946222e-05,1.347741421046714e-05,0.0018682181660960632
1.16,23.19999999912939,0.0001314486927561557,2.559564128248661e-05,9.689866202329834e-05,0.00013972976272722787,0.00013972976272722787,2.5717936681169485e-05,1.425626596785702e-05,0.001937973240465967
1.17,23.399999999061333,0.00013666596824424472,2.6583325711436947e-05,0.00010062579955254049,0.00014515361048979768,0.00014515361048979768,2.7252970119731586e-05,1.507802116476377e-05,0.00201251599105081
1.18,23.59999999898792,0.000142084592051759,2.760954388270288e-05,0.00010460457167591414,0.0001507669179046714,0.0001507669179046714,2.887347276569462e-05,1.5944405561894023e-05,0.002092091433518283
1.19,23.799999998908724,0.00014771252681337825,2.867687581200364e-05,0.00010884767004207023,0.00015657442729177868,0.00015657442729177868,3.058295780633637e-05,1.6857223176085974e-05,0.0021769534008414045
1.2,23.99999999882328,0.00015355826401371848,2.97880307548993e-05,0.00011336824942671331,0.00016258065681337043,0.00016258065681337043,2.9471802863440718e-05,1.6361707999854064e-05,0.002267364988534266
1.21,24.199999998731084,0.00015963065705706518,3.0942957975836125e-05,0.00011760307818478129,0.00016894289156300273,0.00016894289156300276,3.123018116002459e-05,1.730451949564232e-05,0.0023520615636956257
1.22,24.399999998631603,0.00016593836736187225,3.2141685925606634e-05,0.0001221274300834972,0.00017552828409442644,0.00017552828409442641,3.308795353323434e-05,1.8299259607561436e-05,0.002442548601669944
1.23,24.599999998524265,0.00017249044956572639,3.3387184243666206e-05,0.00012695613729040263,0.00018234280280066812,0.00018234280280066812,3.5049185852199254e-05,1.9348020954106307e-05,0.002539122745808053
1.24,24.799999998408442,0.0001792965672455051,3.468257357524248e-05,0.0001321045670088926,0.00018939217618034636,0.00018939217618034636,3.711813837172965e-05,2.045299094766829e-05,0.002642091340177852
1.25,24.99999999828345,0.00018636702366259378,3.60311310568754e-05,0.0001375886484246941,0.00019668186214956423,0.00019668186214956423,3.576958089009673e-05,1.9851609066544006e-05,0.002751772968493882
1.26,25.19999999814854,0.00019371255949617648,3.743278979686947e-05,0.00014272597457132358,0.00020440240790036996,0.00020440240790036996,3.789761842857393e-05,2.0992833293290664e-05,0.002854519491426472
1.27,25.39999999800294,0.00020134368172852166,3.888757878168693e-05,0.00014821352991900493,0.00021239284334185292,0.00021239284334185292,4.0146003434906505e-05,2.219693015087178e-05,0.0029642705983800987
1.28,25.5999999978458,0.00020927137265568617,4.039909042388833e-05,0.00015406927869495083,0.00022066038614561816,0.00022066038614561816,4.2519665474532146e-05,2.3466436598722255e-05,0.0030813855738990167
1.29,25.7999999976762,0.0002175073512378703,4.197110003406178e-05,0.00016031183411409285,0.00022921196432902212,0.0002292119643290221,4.5023769439023156e-05,2.48040043628018e-05,0.003206236682281857
1.3,25.99999999749313,0.00022606411033893118,4.360757247424232e-05,0.0001669604909788525,0.00023805417911708515,0.00023805417911708515,4.3387296998842616e-05,2.407419029059216e-05,0.00333920981957705
1.31,26.199999997295503,0.0002349546716598178,4.530842108171531e-05,0.0001731884698801434,0.000247417878056603,0.000247417878056603,4.596288075936094e-05,2.5455619160246503e-05,0.003463769397602868
1.32,26.399999997082165,0.0002441917726380476,4.7073675342320046e-05,0.00017984020902303254,0.000257108025860689,0.000257108025860689,4.86842167542413e-05,2.691318863572754e-05,0.0035968041804606506
1.33,26.599999996851885,0.0002537887254548229,4.890768203462228e-05,0.0001869374710927191,0.00026713335831483025,0.0002671333583148302,5.1557280009291816e-05,2.844997358779421e-05,0.0037387494218543817
