t_s,x_m,y_m,heading_rad,yaw_rate_radps,signed_error_m,distance_error_m,heading_error_rad,curvature_command_pm,lateral_accel_mps2
1.07,21.399999998940658,0.00014527550251427265,2.8735430135551585e-05,0.00010979432777261076,4.6685600826863845e-05,4.6685600826863845e-05,7.936036984050056e-06,1.5872120653700938e-05,0.0021958865554522152
1.08,21.599999998854848,0.0001511337602672834,2.9854000481911253e-05,0.0001139060353413718,4.834193184581852e-05,4.834193184581852e-05,8.620420178717248e-06,1.7240888699366343e-05,0.002278120706827436
1.09,21.79999999876223,0.00015721999811260033,3.101599883773626e-05,0.00011847839410946831,5.004515738275314e-05,5.004515738275314e-05,9.350006964472276e-06,1.8700063974101936e-05,0.002369567882189366
1.1,21.999999998662258,0.00016354337124167614,3.222616557052091e-05,0.0001235380862335398,5.17949854130428e-05,5.1794985413042796e-05,8.13984023168763e-06,1.6279732258360672e-05,0.002470761724670796
1.11,22.19999999855433,0.00017011348274933934,3.3481618057898914e-05,0.00012753907416212807,5.369498960139026e-05,5.369498960139026e-05,8.868960462739183e-06,1.7737974620467965e-05,0.0025507814832425616
1.12,22.399999998437853,0.0001769388526625303,3.477958011846748e-05,0.00013203833988917812,5.5652054920020946e-05,5.5652054920020946e-05,9.653128648907517e-06,1.9306312949869955e-05,0.0026407667977835624
1.1300000000000001,22.59999999831218,0.0001840284924744911,3.612520376428374e-05,0.00013706961777749357,5.766740507125589e-05,5.766740507125589e-05,1.0491987207241054e-05,2.098403208188718e-05,0.0027413923555498713
1.1400000000000001,22.799999998176595,0.00019139247749658578,3.752397357913221e-05,0.00014266569098055152,5.974145143514152e-05,5.974145143514152e-05,1.138508147145484e-05,2.2770222684361115e-05,0.0028533138196110306
1.1500000000000001,22.99999999803029,0.00019904201240198633,3.8981696915162466e-05,0.00014885833338223548,6.187372753795223e-05,6.187372753795223e-05,9.927358135424584e-06,1.9854778144576704e-05,0.0029771666676447093
1.16,23.199999997872386,0.0002069888567565981,4.049493930790681e-05,0.0001537737598545773,6.418959876173598e-05,6.418959876173598e-05,1.0818638655749288e-05,2.163734150109734e-05,0.003075475197091546
1.17,23.399999997702018,0.00021524346889705508,4.206038916133278e-05,0.0001592977967481643,6.657610987767943e-05,6.657610987767942e-05,1.1775906669835755e-05,2.3551879915781387e-05,0.003185955934963286
1.18,23.599999997518236,0.00022381691239746018,4.368433432156946e-05,0.0001654706583940035,6.903459760633465e-05,6.903459760633465e-05,1.2798682326828036e-05,2.5597433688253677e-05,0.00330941316788007
1.19,23.79999999731998,0.00023272154822139368,4.537345887662974e-05,0.00017233138275918441,7.15654059388786e-05,7.15654059388786e-05,1.3886374741710274e-05,2.7772821048826486e-05,0.0034466276551836884
1.2,23.999999997106066,0.00024197111277226722,4.713483106843464e-05,0.00017991776679510523,7.416780810830088e-05,7.416780810830088e-05,1.212500254990538e-05,2.425007926761887e-05,0.0035983553359021044
1.21,24.19999999687521,0.00025158002047171433,4.8964314745975106e-05,0.00018595883114707183,7.699352821068334e-05,7.699352821068335e-05,1.3208824389885607e-05,2.6417725773299425e-05,0.0037191766229414365
1.22,24.399999996626125,0.00026156111347261786,5.085791550340712e-05,0.0001927387199415276,7.990553805629719e-05,7.990553805629719e-05,1.4371723955433858e-05,2.8743527816405775e-05,0.003854774398830552
1.23,24.599999996357415,0.0002719279700964449,5.282326240567625e-05,0.00020030543726355163,8.290528235451801e-05,8.290528235451801e-05,1.5613107690189212e-05,3.122629828566078e-05,0.004006108745271033
1.24,24.799999996067516,0.0002826957420058119,5.486845743153953e-05,0.0002087055665260894,8.599300151848827e-05,8.599300151848827e-05,1.69322545154326e-05,3.386459502386672e-05,0.004174111330521788
1.25,24.99999999575469,0.00029388124734216114,5.700206090126069e-05,0.00021798419759619375,8.916763856556622e-05,8.916763856556622e-05,1.4798651045711438e-05,2.959739125906144e-05,0.004359683951923875
1.26,25.199999995417034,0.0003055021243388645,5.9219051177441506e-05,0.00022538917354745673,9.261284316910082e-05,9.261284316910084e-05,1.611135704800189e-05,3.222280670884695e-05,0.004507783470949134
1.27,25.39999999505266,0.0003175741035514061,6.151457162789515e-05,0.00023368725533008826,9.616242164880277e-05,9.616242164880275e-05,1.7519010588698287e-05,3.503811733981822e-05,0.004673745106601766
1.28,25.599999994659502,0.00033011380338886985,6.389784186386532e-05,0.00024293596179407521,9.98179555636581e-05,9.98179555636581e-05,1.9020914034555147e-05,3.804192788706586e-05,0.0048587192358815045
1.29,25.799999994235264,0.0003431397431347777,6.63786481993455e-05,0.00025319112027794125,0.00010357957260817053,0.00010357957260817053,2.0616221273739437e-05,4.123254612705148e-05,0.005063822405558825
1.3,25.999999993777372,0.0003566724545679497,6.896732631401572e-05,0.0002645067824994214,0.00010744583505904359,0.00010744583505904359,1.8027543159069217e-05,3.6055193763973494e-05,0.005290135649988428
1.31,26.199999993283033,0.00037073345536238,7.165775097221639e-05,0.0002735480106886095,0.0001116390945533665,0.0001116390945533665,1.9613550868859863e-05,3.922721337681428e-05,0.00547096021377219
1.32,26.39999999274945,0.0003853419431630211,7.444399174393687e-05,0.0002836664144958942,0.00011595785556796732,0.0001159578555679673,2.1313900352624477e-05,4.262791666310452e-05,0.005673328289917885
